web_url,snippet,source,keywords,pub_date,word_count,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.organization,title,genre_names,spoken_languages,production_countries
https://www.nytimes.com/2023/01/19/movies/after-love-review.html,"In this intelligent melodrama by the director Aleem Khan, a British woman discovers her husband has been leading a double life.",The New York Times,"name: subject, value: Movies, rank: 1, major: N, name: creative_works, value: After Love (2020) (Movie), rank: 2, major: N, name: persons, value: Khan, Aleem, rank: 3, major: N, name: persons, value: Scanlan, Joanna (1961- ), rank: 4, major: N",2023-01-19T12:00:06+0000,359,‘After Love’ Review: The Other Woman,Critic’s Pick,,After Love,,,,By Beatrice Loayza,,After Love,['Drama'],"['English', 'Arabic', 'French', 'Urdu']",['United Kingdom']
https://www.nytimes.com/2023/01/05/movies/alcarras-review.html,"In this naturalistic drama from Spain, a family confronts the impending loss of its generations-old farm.",The New York Times,"name: subject, value: Movies, rank: 1, major: N, name: persons, value: Simon, Carla, rank: 2, major: N, name: creative_works, value: Alcarras (Movie), rank: 3, major: N",2023-01-05T12:00:03+0000,306,‘Alcarràs’ Review: Labor of Love,,,Alcarràs,,,,By Devika Girish,,Alcarràs,['Drama'],['Catalan'],['Spain']
https://www.nytimes.com/2022/12/15/movies/nelly-and-nadine-review.html,A family archive provides intimate records of a love affair that began between two women imprisoned in the Ravensbrück concentration camp.,The New York Times,"name: subject, value: Documentary Films and Programs, rank: 1, major: N, name: persons, value: Gertten, Magnus, rank: 2, major: N, name: creative_works, value: Nelly & Nadine (Movie), rank: 3, major: N, name: subject, value: Content Type: Personal Profile, rank: 4, major: N, name: subject, value: Holocaust and the Nazi Era, rank: 5, major: N, name: subject, value: World War II (1939-45), rank: 6, major: N, name: subject, value: Women and Girls, rank: 7, major: N, name: subject, value: Homosexuality and Bisexuality, rank: 8, major: N",2022-12-15T12:00:04+0000,308,"‘Nelly & Nadine’ Review: An Unlikely Love, an Unlikely Record",,,Nelly &amp; Nadine,,,,By Teo Bugbee,,Nelly & Nadine,"['Drama', 'Romance']",['French'],"['Germany', 'France', 'Italy']"
https://www.nytimes.com/2022/12/01/movies/lady-chatterleys-lover-review.html,The new Netflix adaptation of D.H. Lawrence’s once-controversial novel is both steamy and decorous.,The New York Times,"name: subject, value: Movies, rank: 1, major: N, name: creative_works, value: ""Lady Chatterleys Lover (Movie)"", rank: 2, major: N, name: persons, value: Corrin, Emma (1995- ), rank: 3, major: N, name: persons, value: De Clermont-Tonnerre, Laure, rank: 4, major: N, name: persons, value: Lawrence, D H, rank: 5, major: N",2022-12-01T16:40:55+0000,768,‘Lady Chatterley’s Lover’ Review: When Connie Met Ollie,,,A Love Whose Name Is Often Spoken,,,,By A.O. Scott,,Lady Chatterley,"['Drama', 'Romance']",['French'],"['Belgium', 'France', 'United Kingdom']"
https://www.nytimes.com/2022/11/23/movies/sound-of-christmas-review.html,A young singer gets more than she bargained for when she accepts a job as a nanny for a billionaire’s children.,The New York Times,"name: subject, value: Movies, rank: 1, major: N, name: persons, value: Ne-Yo, rank: 2, major: N, name: creative_works, value: The Sound of Christmas (Movie), rank: 3, major: N, name: persons, value: Mattison, Booker T, rank: 4, major: N, name: persons, value: McNeill, Serayah, rank: 5, major: N",2022-11-23T15:00:09+0000,277,‘The Sound of Christmas’ Review: A Gospel Singer Finds Love,,,The Sound  Of Christmas,,,,By Concepción de León,,The Sound of Christmas,"['TV Movie', 'Drama']",['English'],['United States of America']
https://www.nytimes.com/2022/11/17/movies/the-inspection-review-boot-camp-a-love-story.html,"Elegance Bratton’s autobiographical first feature is a lyrical, wrenching look at a young Marine’s journey through basic training.",The New York Times,"name: subject, value: Movies, rank: 1, major: N, name: creative_works, value: The Inspection (Movie), rank: 2, major: N, name: persons, value: Bratton, Elegance, rank: 3, major: N",2022-11-17T12:00:07+0000,836,"‘The Inspection’ Review: Boot Camp, a Love Story",critic’s pick,,"A Few Good Men, Some With Secrets",,,,By A.O. Scott,,The Inspection,['Drama'],"['Arabic', 'Spanish', 'English']",['United States of America']
https://www.nytimes.com/2022/11/17/movies/bones-and-all-review.html,Luca Guadagnino’s latest stars Timothée Chalamet and Taylor Russell as young cannibals on the run.,The New York Times,"name: subject, value: Movies, rank: 1, major: N, name: creative_works, value: Bones and All (Movie), rank: 2, major: N, name: persons, value: Guadagnino, Luca, rank: 3, major: N, name: persons, value: Chalamet, Timothee (1995- ), rank: 4, major: N, name: persons, value: Russell, Taylor (1994- ), rank: 5, major: N",2022-11-17T12:00:06+0000,710,‘Bones and All’ Review: You Eat What You Are,,,"It’s Eat, Prey, Love on a Journey of Self-Discovery",,,,By A.O. Scott,,Bones and All,"['Drama', 'Horror', 'Romance']",['English'],"['Italy', 'United States of America']"
https://www.nytimes.com/2022/10/20/movies/my-policeman-review.html,"A schoolteacher, her police officer husband and his lover deny each other romantic satisfaction in this dismal melodrama.",The New York Times,"name: subject, value: Movies, rank: 1, major: N, name: creative_works, value: My Policeman (Movie), rank: 2, major: N, name: persons, value: Grandage, Michael, rank: 3, major: N",2022-10-20T16:52:51+0000,303,"‘My Policeman’ Review: Two Love Affairs, Equally Tragic",,,My Policeman,,,,By Teo Bugbee,,My Policeman,"['Drama', 'Romance']",['English'],"['United Kingdom', 'United States of America']"
https://www.nytimes.com/2022/09/08/movies/about-fate-review.html,"Thomas Mann’s beguiling performance drives this Emma Roberts vehicle, but the romantic comedy creaks under the weight of its coincidences.",The New York Times,"name: subject, value: Movies, rank: 1, major: N, name: creative_works, value: About Fate (Movie), rank: 2, major: N, name: persons, value: Vaysberg, Marius, rank: 3, major: N, name: persons, value: Mann, Thomas (1991- ), rank: 4, major: N, name: persons, value: Roberts, Emma (1991- ), rank: 5, major: N",2022-09-09T01:00:03+0000,289,‘About Fate’ Review: Love the One You’re With?,,,About Fate,,,,By Lisa Kennedy,,About Fate,"['Romance', 'Comedy']",['English'],['United States of America']
https://www.nytimes.com/2022/09/01/movies/waiting-for-bojangles-review-endless-love.html,"Set in Paris in the 1960s, the film tells the story of two irrepressible lovers, and their young son, whose tale turns tragic.",The New York Times,"name: subject, value: Movies, rank: 1, major: N, name: persons, value: Bourdeaut, Olivier, rank: 2, major: N, name: creative_works, value: Waiting for Bojangles (Movie), rank: 3, major: N, name: persons, value: Roinsard, Regis, rank: 4, major: N",2022-09-01T11:00:06+0000,267,‘Waiting for Bojangles’ Review: Endless Love,,,Waiting for Bojangles,,,,By Calum Marsh,,Waiting for Bojangles,"['Drama', 'Comedy', 'Romance']","['English', 'French', 'Spanish']","['France', 'United States of America']"
https://www.nytimes.com/2022/08/04/movies/i-love-my-dad-review.html,This comedy is a daddy-issues movie with a queasy premise truly made for these times.,The New York Times,"name: subject, value: Movies, rank: 1, major: N, name: persons, value: Oswalt, Patton, rank: 2, major: N, name: creative_works, value: I Love My Dad (Movie), rank: 3, major: N, name: persons, value: Morosini, James, rank: 4, major: N",2022-08-04T11:00:05+0000,418,‘I Love My Dad’ Review: A Father Catfishes His Son,,,A Father Catfishes His Son. We Just Wait for the Ick.,,,,By Glenn Kenny,,I Love My Dad,['Comedy'],['English'],['United States of America']
https://www.nytimes.com/2022/07/28/movies/a-love-song-review.html,Two former childhood friends rekindle their connection in this sweetly hopeful story of romantic longing.,The New York Times,"name: subject, value: Movies, rank: 1, major: N, name: creative_works, value: A Love Song (Movie), rank: 2, major: N, name: persons, value: Walker-Silverman, Max, rank: 3, major: N, name: persons, value: Dickey, Dale (Actor), rank: 4, major: N, name: persons, value: STUDI, WES, rank: 5, major: N",2022-07-28T11:00:06+0000,395,‘A Love Song’ Review: When Moving Forward Means Looking Back,Critic’s Pick,,The Romantic Ache That Never Truly Dies,,,,By Jeannette Catsoulis,,A Love Song,"['Drama', 'Romance']","['English', 'Spanish']",['United States of America']
https://www.nytimes.com/2022/07/21/movies/alone-together-review.html,"Katie Holmes writes, directs and stars in this minor-key rom-com set in 2020.",The New York Times,"name: subject, value: Movies, rank: 1, major: N, name: persons, value: Holmes, Katie, rank: 2, major: N, name: creative_works, value: Alone Together (Movie), rank: 3, major: N",2022-07-21T15:37:18+0000,254,‘Alone Together’ Review: Finding Love in a Pandemic Retreat,,,Alone Together,,,,By Teo Bugbee,,Alone Together,"['Romance', 'Drama']",['English'],['United States of America']
https://www.nytimes.com/2022/07/21/movies/art-of-love-review.html,"A disillusioned college professor develops a relationship with a young Chinese woman, in a familiar and worn-out narrative.",The New York Times,"name: subject, value: Movies, rank: 1, major: N, name: creative_works, value: Art of Love (Movie), rank: 2, major: N, name: persons, value: Kaplan, Betty (Film Director), rank: 3, major: N",2022-07-21T13:21:43+0000,354,‘Art of Love’ Review: An Erotic Male Fantasy in Puerto Rico,,,Art of Love,,,,By Concepción de León,,Art of Love,"['Romance', 'Action', 'Drama']",['Turkish'],['Turkey']
https://www.nytimes.com/2022/07/21/movies/the-wheel-review.html,"In this marriage drama, a young couple heads to the countryside to break out of a toxic cycle.",The New York Times,"name: subject, value: Movies, rank: 1, major: N, name: creative_works, value: The Wheel (Movie), rank: 2, major: N, name: persons, value: Pink, Steve, rank: 3, major: N",2022-07-21T11:00:08+0000,287,‘The Wheel’ Review: Songs of Love and Hate,,,The Wheel,,,,By Nicolas Rapold,,The Wheel,"['Action', 'Science Fiction']",['English'],['Australia']
https://www.nytimes.com/2022/07/07/movies/thor-love-and-thunder-review.html,"The director Taika Waititi injects antic silliness, once again, into this Marvel franchise starring Chris Hemsworth, who swings a mighty hammer and flexes mightier muscles.",The New York Times,"name: subject, value: Movies, rank: 1, major: N, name: organizations, value: Marvel Studios, rank: 2, major: N, name: persons, value: Bale, Christian, rank: 3, major: N, name: persons, value: Crowe, Russell, rank: 4, major: N, name: persons, value: Hemsworth, Chris, rank: 5, major: N, name: persons, value: Waititi, Taika, rank: 6, major: N, name: persons, value: Thompson, Tessa, rank: 7, major: N, name: persons, value: Portman, Natalie, rank: 8, major: N",2022-07-07T18:26:10+0000,942,‘Thor: Love and Thunder’ Review: A God’s Comic Twilight,,,"He’s Still a Norse God, But Also a Big Old Goof",,,,By Manohla Dargis,,Thor: Love and Thunder,"['Fantasy', 'Action', 'Comedy']",['English'],['United States of America']
https://www.nytimes.com/2022/07/07/movies/both-sides-of-the-blade-review.html,"In the latest film from Claire Denis, Juliette Binoche plays a Parisian radio journalist in a romantic quandary.",The New York Times,"name: subject, value: Movies, rank: 1, major: N, name: persons, value: Denis, Claire, rank: 2, major: N, name: persons, value: Binoche, Juliette, rank: 3, major: N, name: persons, value: Lindon, Vincent, rank: 4, major: N, name: creative_works, value: Both Sides of the Blade (Movie), rank: 5, major: N",2022-07-07T11:00:07+0000,649,‘Both Sides of the Blade’ Review: Who Do You Love?,,,A Bliss Doomed To Be Doused,,,,By A.O. Scott,,Both Sides of the Blade,"['Drama', 'Romance']",['French'],['France']
https://www.nytimes.com/2022/07/06/movies/fire-of-love-review.html,Sara Dosa’s new documentary chronicles the lives and deaths of the French scientists Katia and Maurice Krafft.,The New York Times,"name: subject, value: Documentary Films and Programs, rank: 1, major: N, name: subject, value: Volcanoes, rank: 2, major: N, name: creative_works, value: Fire of Love (Movie), rank: 3, major: N, name: subject, value: Content Type: Personal Profile, rank: 4, major: N, name: subject, value: Deaths (Fatalities), rank: 5, major: N, name: persons, value: Dosa, Sara, rank: 6, major: N, name: persons, value: Krafft, Maurice (1946-91), rank: 7, major: N, name: persons, value: Krafft, Katia (1942-91), rank: 8, major: N",2022-07-06T11:00:06+0000,609,‘Fire of Love’ Review: A Volcanic Romance,critic’s pick,,A Volcanic Romance Across Continents,,,,By A.O. Scott,,Fire of Love,['Documentary'],"['French', 'English', 'Portuguese', 'Spanish']","['Canada', 'United States of America']"
https://www.nytimes.com/2022/06/22/movies/love-gelato-review.html,A mother’s final wish leads her daughter to retrace her Roman holiday in this lighthearted coming-of-age story.,The New York Times,"name: subject, value: Movies, rank: 1, major: N, name: creative_works, value: Love & Gelato (Movie), rank: 2, major: N, name: persons, value: Camp, Brandon (1971- ), rank: 3, major: N",2022-06-23T03:06:01+0000,288,"‘Love & Gelato’ Review: A Young Girl, Transfigured by Italy",,,Love &amp; Gelato,,,,By Teo Bugbee,,Love & Gelato,"['Romance', 'Action', 'Drama']",['Turkish'],['Turkey']
https://www.nytimes.com/2022/06/16/movies/stay-prayed-up-review.html,"A new documentary about the gospel ensemble the Branchettes and its guiding light, Lena Mae Perry, is a plain-spoken tribute.",The New York Times,"name: subject, value: Documentary Films and Programs, rank: 1, major: N, name: subject, value: Gospel Music, rank: 2, major: N, name: creative_works, value: Stay Prayed Up (Movie), rank: 3, major: N, name: subject, value: Content Type: Personal Profile, rank: 4, major: N, name: persons, value: Perry, Lena Mae, rank: 5, major: N, name: organizations, value: Branchettes (Music Group), rank: 6, major: N, name: persons, value: Anderson, DL (Filmmaker), rank: 7, major: N, name: persons, value: Durning, Matthew, rank: 8, major: N",2022-06-16T11:00:08+0000,330,‘Stay Prayed Up’ Review: Spreading the Gospel of Love,,,Stay Prayed Up,,,,By Glenn Kenny,,Stay Prayed Up,['Documentary'],['English'],['United States of America']
https://www.nytimes.com/2022/06/02/movies/benediction-review.html,"Terence Davies’s latest film is a biography of Siegfried Sassoon, whose writing about World War I changed British literature.",The New York Times,"name: subject, value: Movies, rank: 1, major: N, name: persons, value: Davies, Terence, rank: 2, major: N, name: creative_works, value: Benediction (Movie), rank: 3, major: N, name: persons, value: Lowden, Jack (1990- ), rank: 4, major: N, name: subject, value: Poetry and Poets, rank: 5, major: N, name: persons, value: Sassoon, Siegfried, rank: 6, major: N",2022-06-02T11:00:06+0000,883,"‘Benediction’ Review: A Poet’s Life, in Love and War",,,"A Poet’s Life, In Love and War",,,,By A.O. Scott,,Benediction,"['Drama', 'History', 'War']","['English', 'French', 'German']","['United Kingdom', 'United States of America']"
https://www.nytimes.com/2022/05/26/movies/dinner-in-america-review.html,A rage-fueled rock singer on the run from the police meets and falls in love with a gullible young woman eager to escape her circumstances.,The New York Times,"name: subject, value: Movies, rank: 1, major: N, name: persons, value: Rehmeier, Adam, rank: 2, major: N, name: creative_works, value: Dinner in America (Book), rank: 3, major: N",2022-05-26T11:00:04+0000,254,‘Dinner in America’ Review: A Punk-Rock Love Story,,,Dinner in America,,,,By Concepción de León,,Dinner in America,"['Romance', 'Comedy', 'Music']",['English'],['United States of America']
https://www.nytimes.com/2022/05/03/movies/in-a-new-york-minute-review.html,This drama from Ximan Li teases time in telling the stories of three Chinese women living in a city that tempts promise but delivers frustration.,The New York Times,"name: subject, value: Movies, rank: 1, major: N, name: creative_works, value: In A New York Minute (Movie), rank: 2, major: N, name: persons, value: Ximan Li, rank: 3, major: N",2022-05-03T21:05:25+0000,299,‘In a New York Minute’ Review: Love or Freedom?,,,In a New York Minute,,,,By Lisa Kennedy,,In a New York Minute,['Drama'],['English'],[]
https://www.nytimes.com/2022/04/28/movies/anais-in-love-review.html,"A restless woman discovers herself in a seductive French romance that throws out the usual dusty script about women, desire and pleasure.",The New York Times,"name: subject, value: Movies, rank: 1, major: N, name: persons, value: Bourgeois-Tacquet, Charline, rank: 2, major: N, name: creative_works, value: Anais in Love (Movie), rank: 3, major: N",2022-04-28T16:18:57+0000,842,‘Anaïs in Love’ Review: Portrait of a Woman on the Run,Critic’s Pick,,Portrait of a Restless Heart,,,,By Manohla Dargis,,Anaïs in Love,"['Drama', 'Romance', 'Comedy']","['French', 'English']",['France']
https://www.nytimes.com/2022/04/28/movies/i-love-america-review.html,The determinedly uplifting comedy follows a 50-year-old French filmmaker as she dates in Los Angeles.,The New York Times,"name: subject, value: Movies, rank: 1, major: N, name: persons, value: Marceau, Sophie, rank: 2, major: N, name: creative_works, value: I Love America (Movie), rank: 3, major: N, name: persons, value: Azuelos, Lisa, rank: 4, major: N",2022-04-28T11:00:07+0000,291,‘I Love America’ Review: The Gauche Rituals of Modern Romance,,,I Love America,,,,By Nicolas Rapold,,I Love America,"['Comedy', 'Romance']","['French', 'English', 'Spanish']","['United States of America', 'France']"
https://www.nytimes.com/2022/04/18/movies/see-you-then-review.html,"Former lovers reconnect, litigating the past and present, in this drama from Mari Walker.",The New York Times,"name: subject, value: Movies, rank: 1, major: N, name: creative_works, value: See You Then (Movie), rank: 2, major: N, name: persons, value: Walker, Mari, rank: 3, major: N",2022-04-18T11:00:03+0000,300,‘See You Then’ Review: The More Things Stay the Same,,,The Persistent Melancholy of Love,,,,By Kyle Turner,,See You Then,['Drama'],['English'],['United States of America']
https://www.nytimes.com/2022/04/07/movies/la-mami-review-tough-love.html,This documentary about the den mother of dancers at a Mexico City cabaret is vérité at its best.,The New York Times,"name: subject, value: Documentary Films and Programs, rank: 1, major: N, name: subject, value: Women and Girls, rank: 2, major: N, name: subject, value: Dancing, rank: 3, major: N, name: subject, value: Bars and Nightclubs, rank: 4, major: N, name: subject, value: Labor and Jobs, rank: 5, major: N, name: subject, value: Content Type: Personal Profile, rank: 6, major: N, name: glocations, value: Mexico City (Mexico), rank: 7, major: N, name: glocations, value: Mexico, rank: 8, major: N, name: creative_works, value: La Mami (Movie), rank: 9, major: N, name: persons, value: Garvin, Laura Herrero, rank: 10, major: N",2022-04-07T11:00:04+0000,278,‘La Mami’ Review: Tough Love,Critic’s Pick,,La Mami,,,,By Beandrea July,,La Mami,['Documentary'],['Spanish'],"['Mexico', 'Spain']"
https://www.nytimes.com/2022/03/17/movies/love-after-love-review.html,Ann Hui’s World War II-era film is lovely to look at but lacks emotional depth and resonance.,The New York Times,"name: subject, value: Movies, rank: 1, major: N, name: organizations, value: MUBI Inc, rank: 2, major: N, name: persons, value: Hui, Ann, rank: 3, major: N, name: persons, value: Peng, Eddie (1982- ), rank: 4, major: N, name: glocations, value: Hong Kong, rank: 5, major: N, name: creative_works, value: Love After Love (Movie), rank: 6, major: N",2022-03-17T11:00:12+0000,292,‘Love After Love’ Review: Elegance Without a Center,,,Love After Love,,,,By Claire Shaffer,,Love After Love,['Drama'],['French'],"['Belgium', 'France']"
https://www.nytimes.com/2022/03/17/movies/deep-water-review.html,An unhappy husband raises suspicions when his wife’s lovers begin to disappear.,The New York Times,"name: subject, value: Movies, rank: 1, major: N, name: creative_works, value: Deep Water (Movie), rank: 2, major: N, name: persons, value: Affleck, Ben, rank: 3, major: N, name: persons, value: Lyne, Adrian, rank: 4, major: N, name: persons, value: de Armas, Ana, rank: 5, major: N",2022-03-17T11:00:05+0000,534,‘Deep Water’ Review: Love and Loathing in New Orleans,,,A Non-Erotic Non-Thriller,,,,By Jeannette Catsoulis,,Deep Water,"['Drama', 'Mystery', 'Thriller']",['English'],['United States of America']
https://www.nytimes.com/2022/03/03/movies/lucy-and-desi-review.html,"This documentary, directed by Amy Poehler and about the dynamic duo behind “I Love Lucy,” favors the good times over the difficult ones.",The New York Times,"name: subject, value: Documentary Films and Programs, rank: 1, major: N, name: persons, value: Ball, Lucille, rank: 2, major: N, name: persons, value: ARNAZ, DESI, rank: 3, major: N, name: persons, value: Poehler, Amy, rank: 4, major: N, name: creative_works, value: Lucy and Desi (Movie), rank: 5, major: N, name: subject, value: Television, rank: 6, major: N, name: subject, value: Actors and Actresses, rank: 7, major: N, name: subject, value: Content Type: Personal Profile, rank: 8, major: N",2022-03-03T16:06:54+0000,279,‘Lucy and Desi’ Review: Love in the Time of Television,,,Lucy and Desi,,,,By Natalia Winkelman,,Lucy and Desi,['Documentary'],['English'],['United States of America']
